unified_customer_id,telco_customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,is_churned,total_charges_missing_flag,customer_source_system,identity_resolution_method,identity_confidence_score
CUST0005427,7638-QVMVY,female,0,no,no,7,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,79.0,522.95,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005428,7639-LIAYI,male,0,no,no,52,yes,yes,dsl,yes,no,no,yes,yes,yes,two_year,yes,credit_card_automatic,79.75,4217.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005429,7639-OPLNG,male,0,yes,yes,70,yes,yes,dsl,yes,yes,yes,yes,yes,no,two_year,yes,bank_transfer_automatic,79.25,5731.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005430,7639-SUPCW,female,0,no,no,22,yes,no,dsl,yes,no,no,no,no,no,month_to_month,yes,credit_card_automatic,48.8,1054.6,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005431,7641-EUYET,male,1,yes,yes,46,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,month_to_month,yes,electronic_check,100.7,4541.2,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005432,7641-TQFHN,male,0,no,yes,39,yes,yes,fiber_optic,no,no,no,yes,yes,yes,two_year,no,mailed_check,100.55,3895.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005433,7643-RCHXS,female,0,yes,yes,63,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,electronic_check,19.35,1263.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005434,7644-OMVMY,male,0,yes,yes,0,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.85,,no,0,1,telco_customer_churn,native_telco_customer_id,1.0
CUST0005435,7647-GYYKX,female,0,yes,yes,54,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_automatic,20.35,1092.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005436,7649-PHJVR,male,0,no,no,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.5,226.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005437,7649-SIJJF,male,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two_year,yes,mailed_check,80.1,5585.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005438,7654-YWJUF,male,0,yes,no,43,yes,no,fiber_optic,yes,no,yes,yes,no,no,one_year,yes,bank_transfer_automatic,84.25,3539.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005439,7657-DYEPJ,male,1,no,no,38,yes,no,dsl,no,yes,yes,yes,yes,no,one_year,yes,credit_card_automatic,70.15,2497.35,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005440,7658-UYUQS,male,1,yes,no,21,yes,no,fiber_optic,no,no,yes,no,yes,no,month_to_month,no,bank_transfer_automatic,86.55,1857.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005441,7660-HDPJV,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.2,69.2,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005442,7661-CPURM,male,0,no,no,19,yes,no,fiber_optic,no,no,no,yes,no,yes,one_year,yes,credit_card_automatic,87.7,1725.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005443,7663-CUXZB,male,0,yes,no,59,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,electronic_check,113.75,6561.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005444,7663-RGWBC,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,mailed_check,44.15,44.15,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005445,7663-YJHSN,female,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,no,two_year,yes,bank_transfer_automatic,103.95,7556.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005446,7663-ZTEGJ,male,0,no,yes,29,yes,yes,fiber_optic,no,yes,yes,yes,no,yes,one_year,no,credit_card_automatic,100.55,2830.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005447,7665-NKLAV,female,0,yes,yes,36,no,no_phone_service,dsl,yes,no,yes,yes,no,no,two_year,no,credit_card_automatic,40.65,1547.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005448,7665-TOALD,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.6,69.6,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005449,7665-VIGUD,male,0,no,no,10,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.35,176.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005450,7666-WKRON,female,0,no,no,39,yes,no,fiber_optic,no,no,yes,yes,no,no,two_year,yes,electronic_check,80.45,3201.55,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005451,7668-XCFYV,female,1,yes,no,17,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,92.55,1614.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005452,7669-LCRSD,male,0,yes,yes,12,yes,no,dsl,no,no,no,no,yes,no,month_to_month,yes,mailed_check,56.3,628.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005453,7670-ZBPOQ,female,0,yes,no,58,yes,yes,dsl,yes,no,no,yes,no,no,one_year,yes,bank_transfer_automatic,61.05,3478.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005454,7672-VFMXZ,male,0,yes,no,57,yes,no,dsl,yes,no,no,yes,no,no,month_to_month,no,electronic_check,55.7,3171.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005455,7673-BQGKU,female,0,yes,yes,69,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,20.15,1337.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005456,7673-LPRNY,female,0,no,no,23,yes,yes,dsl,yes,no,yes,no,yes,yes,one_year,yes,electronic_check,78.55,1843.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005457,7674-YTAFD,female,0,no,no,33,yes,no,fiber_optic,no,yes,no,yes,no,no,one_year,yes,bank_transfer_automatic,79.95,2684.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005458,7675-OZCZG,female,1,no,no,3,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,electronic_check,45.0,127.1,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005459,7677-SJJJK,male,0,yes,yes,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_automatic,19.9,153.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005460,7682-AZNDK,male,0,yes,yes,34,yes,no,fiber_optic,no,yes,yes,no,yes,no,month_to_month,yes,electronic_check,89.85,3091.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005461,7683-CBDKJ,male,0,yes,yes,14,yes,no,dsl,yes,yes,no,no,yes,no,month_to_month,yes,electronic_check,65.45,937.6,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005462,7684-XSZIY,male,0,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,24.3,1643.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005463,7688-AWMDX,male,0,yes,no,71,yes,no,dsl,yes,no,no,yes,no,no,two_year,no,bank_transfer_automatic,54.5,3778.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005464,7690-KPNCU,male,0,yes,yes,64,yes,no,dsl,yes,no,yes,no,yes,yes,one_year,yes,credit_card_automatic,73.05,4688.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005465,7691-KGKGP,male,0,yes,yes,53,yes,no,dsl,no,yes,no,yes,yes,no,month_to_month,no,credit_card_automatic,65.0,3363.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005466,7691-XVTZH,female,0,yes,no,68,yes,yes,fiber_optic,no,no,yes,no,yes,no,two_year,yes,bank_transfer_automatic,89.95,5974.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005467,7693-LCKZL,male,0,yes,yes,5,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,electronic_check,80.15,385.0,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005468,7693-QPEFS,male,1,no,no,52,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,bank_transfer_automatic,72.95,3829.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005469,7694-VLBWQ,male,0,yes,no,67,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,no,electronic_check,104.1,7040.85,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005470,7695-PKLCZ,female,0,no,no,68,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,20.5,1424.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005471,7696-AMHOD,female,0,yes,yes,49,yes,no,dsl,no,yes,yes,no,yes,yes,one_year,no,credit_card_automatic,78.0,3824.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005472,7696-CFTAT,male,0,yes,yes,37,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,19.8,726.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005473,7698-YFGEZ,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.0,20.0,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005474,7703-ZEKEF,male,0,no,no,23,yes,yes,fiber_optic,no,no,yes,no,no,no,month_to_month,yes,electronic_check,81.0,1917.1,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005475,7706-DZNKK,male,0,no,no,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,credit_card_automatic,20.45,237.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005476,7706-YLMQA,female,0,no,no,70,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_automatic,19.7,1341.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005477,7707-PYBBH,male,0,no,no,40,yes,no,dsl,yes,yes,no,yes,no,no,month_to_month,yes,mailed_check,61.9,2647.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005478,7710-JSYOA,female,0,yes,yes,69,yes,yes,fiber_optic,no,yes,no,yes,no,yes,two_year,yes,bank_transfer_automatic,93.3,6398.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005479,7711-GQBZC,female,0,yes,yes,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,24.7,1810.55,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005480,7711-YIJWC,male,0,yes,yes,61,yes,no,dsl,yes,yes,yes,yes,yes,yes,one_year,no,bank_transfer_automatic,84.9,5264.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005481,7714-YXSMB,female,0,no,no,26,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,bank_transfer_automatic,100.5,2599.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005482,7716-YTYHG,female,0,yes,yes,48,yes,yes,fiber_optic,no,no,no,no,no,yes,one_year,yes,mailed_check,82.05,4029.95,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005483,7717-BICXI,male,0,yes,yes,60,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.55,1205.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005484,7718-RXDGG,male,0,yes,no,15,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,bank_transfer_automatic,68.6,1108.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005485,7718-UPSKJ,female,0,yes,no,69,yes,no,fiber_optic,yes,yes,no,yes,yes,yes,one_year,yes,credit_card_automatic,106.4,7251.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005486,7721-DVEKZ,female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.65,19.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005487,7721-JXEAW,male,0,yes,no,59,no,no_phone_service,dsl,no,yes,no,no,no,yes,month_to_month,yes,bank_transfer_automatic,41.05,2452.7,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005488,7722-CVFXN,male,0,yes,yes,54,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,one_year,yes,electronic_check,105.2,5637.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005489,7722-VJRQD,male,0,yes,yes,72,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,no,bank_transfer_automatic,60.95,4549.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005490,7727-SHVZV,female,0,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_automatic,19.5,150.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005491,7729-JTEEC,male,0,yes,yes,2,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,44.5,90.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005492,7729-XBTWX,male,0,yes,yes,66,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,19.75,1344.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005493,7730-CLDSV,female,0,yes,yes,72,yes,yes,fiber_optic,no,yes,yes,yes,no,yes,two_year,yes,bank_transfer_automatic,98.65,7129.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005494,7730-IUTDZ,male,0,no,no,43,yes,no,fiber_optic,yes,no,no,no,no,no,month_to_month,yes,electronic_check,75.2,3198.6,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005495,7733-UDMTP,female,1,no,no,57,no,no_phone_service,dsl,no,yes,yes,no,yes,yes,month_to_month,yes,electronic_check,55.0,3094.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005496,7734-DBOAI,female,0,yes,yes,1,no,no_phone_service,dsl,no,no,no,yes,yes,no,month_to_month,no,electronic_check,40.1,40.1,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005497,7739-LAXOG,female,0,yes,yes,32,yes,yes,fiber_optic,no,no,yes,no,no,yes,month_to_month,yes,bank_transfer_automatic,91.05,2954.5,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005498,7740-BTPUX,male,1,yes,no,55,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,electronic_check,113.6,6292.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005499,7740-KKCXF,male,0,yes,no,51,no,no_phone_service,dsl,no,yes,no,no,no,no,month_to_month,yes,credit_card_automatic,30.05,1529.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005500,7742-MYPGI,female,0,yes,yes,6,yes,no,dsl,no,no,no,yes,no,no,month_to_month,yes,mailed_check,48.8,297.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005501,7743-EXURX,male,0,yes,yes,8,yes,no,dsl,no,no,yes,no,no,no,month_to_month,yes,electronic_check,51.05,415.05,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005502,7746-AWNQW,female,0,no,no,28,no,no_phone_service,dsl,no,no,yes,yes,no,no,month_to_month,yes,mailed_check,35.75,961.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005503,7746-QYVCO,male,0,yes,yes,16,yes,no,dsl,yes,yes,no,no,no,no,one_year,yes,mailed_check,55.85,857.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005504,7748-UMTRK,female,1,no,yes,30,yes,yes,fiber_optic,no,no,no,yes,yes,yes,month_to_month,yes,electronic_check,101.3,2974.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005505,7750-EYXWZ,female,0,no,no,12,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,one_year,no,electronic_check,60.65,743.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005506,7752-XUSCI,female,0,no,no,60,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,electronic_check,105.9,6396.45,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005507,7753-USQYQ,male,0,no,no,55,yes,no,dsl,no,yes,no,yes,no,yes,one_year,yes,electronic_check,64.2,3627.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005508,7754-IXRMC,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,45.35,45.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005509,7758-UJWYS,male,0,yes,yes,34,no,no_phone_service,dsl,no,no,no,yes,yes,no,two_year,yes,electronic_check,40.55,1325.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005510,7758-XKCBS,male,0,no,no,15,no,no_phone_service,dsl,no,no,no,yes,no,no,month_to_month,yes,electronic_check,29.7,438.25,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005511,7760-OYPDY,female,0,no,no,2,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,80.65,144.15,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005512,7762-ONLJY,female,0,yes,yes,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.7,94.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005513,7762-URZQH,male,0,yes,no,66,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,two_year,yes,credit_card_automatic,106.05,6981.35,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005514,7764-BDPEE,male,0,no,yes,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.85,60.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005515,7765-LWVVH,female,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,no,no,yes,no,two_year,yes,electronic_check,95.1,6843.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005516,7766-CLTIC,female,0,no,no,10,yes,no,dsl,no,no,no,yes,no,yes,month_to_month,yes,mailed_check,60.95,629.55,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005517,7767-UXAGJ,male,0,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,50.45,50.45,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005518,7771-CFQRQ,female,0,yes,yes,47,yes,no,dsl,no,yes,no,yes,no,yes,two_year,no,bank_transfer_automatic,63.8,3007.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005519,7771-ZONAT,male,0,no,no,22,no,no_phone_service,dsl,no,no,yes,yes,yes,yes,two_year,no,bank_transfer_automatic,56.75,1304.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005520,7774-OJSXI,male,0,no,no,31,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,103.45,3066.45,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005521,7776-QGYJC,female,0,yes,yes,39,yes,no,fiber_optic,no,no,yes,yes,no,no,month_to_month,yes,bank_transfer_automatic,81.5,3107.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005522,7776-QWNFX,male,1,yes,no,30,yes,no,dsl,no,yes,no,no,no,no,month_to_month,yes,bank_transfer_automatic,50.4,1527.5,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005523,7777-UNYHB,female,0,yes,yes,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,credit_card_automatic,20.1,232.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005524,7779-LGOVN,male,1,yes,no,10,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,86.65,856.65,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005525,7779-ORAEL,male,1,yes,no,45,yes,yes,dsl,yes,no,yes,yes,no,yes,two_year,no,credit_card_automatic,75.15,3480.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005526,7780-OTDSO,male,0,yes,no,18,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month_to_month,yes,electronic_check,99.4,1742.95,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005527,7781-EWARA,male,0,yes,yes,70,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,one_year,no,electronic_check,60.35,4138.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005528,7781-HVGMK,female,0,yes,yes,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_automatic,65.2,4784.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005529,7783-YKGDV,female,0,no,no,12,yes,yes,fiber_optic,yes,yes,yes,no,no,yes,month_to_month,yes,bank_transfer_automatic,99.7,1238.45,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005530,7785-RDVIG,female,0,yes,yes,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.3,54.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005531,7786-WBJYI,female,0,no,no,4,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,no,bank_transfer_automatic,77.95,305.55,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005532,7787-BNTZM,male,0,no,no,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_automatic,20.15,130.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005533,7789-CRUVC,female,1,yes,no,61,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,month_to_month,yes,credit_card_automatic,94.2,5895.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005534,7789-HKSBS,female,1,yes,no,42,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,one_year,yes,bank_transfer_automatic,105.2,4599.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005535,7794-JASDG,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month_to_month,yes,mailed_check,50.75,50.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005536,7795-CFOCW,male,0,no,no,45,no,no_phone_service,dsl,yes,no,yes,yes,no,no,one_year,no,bank_transfer_automatic,42.3,1840.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005537,7797-EJMDP,female,0,no,no,8,yes,no,dsl,yes,no,no,yes,no,yes,month_to_month,no,bank_transfer_automatic,66.05,574.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005538,7798-JVXYM,female,0,no,no,14,yes,no,dsl,no,no,no,yes,yes,yes,month_to_month,yes,electronic_check,69.65,921.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005539,7799-DSEWS,male,0,no,no,18,yes,no,dsl,yes,no,yes,yes,yes,no,month_to_month,yes,electronic_check,68.35,1299.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005540,7799-LGRDP,female,0,no,no,43,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_automatic,25.7,1188.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005541,7801-CEDNV,male,0,yes,no,27,yes,no,dsl,yes,no,no,no,no,no,one_year,no,credit_card_automatic,48.7,1421.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005542,7801-KICAO,female,0,no,no,18,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,74.15,1345.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005543,7802-EFKNY,male,0,yes,no,5,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,24.95,100.4,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005544,7803-XOCCZ,female,0,yes,yes,52,yes,no,fiber_optic,yes,no,yes,yes,no,no,month_to_month,yes,bank_transfer_automatic,84.05,4326.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005545,7808-DVWEP,male,0,yes,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_automatic,20.0,49.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005546,7811-JIVPF,female,0,no,no,23,yes,no,dsl,no,no,yes,no,no,no,month_to_month,no,credit_card_automatic,49.7,1081.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005547,7812-FZHPE,female,0,yes,yes,17,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,24.1,409.9,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005548,7813-TKCVO,female,0,yes,no,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.35,393.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0005549,7813-ZGGAW,male,1,no,no,31,yes,yes,fiber_optic,no,no,yes,yes,yes,no,month_to_month,yes,bank_transfer_automatic,96.6,2877.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
